id,url,record,summary title,identifiers,collection,authors,publication dates,publication places,publisher,volume,series dates,topics,notes,dimensions,extents,page count,image count,page numbers,illustrated,toc,thumb,pdf,epub,text,illustrations
ukmhl-b21467237,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21467237,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21467237,Lettres sur l'histoire de la chirurgie,[document] b21467237 | [Glasgow] b3078881x | [UkLW] b21467237 | ,University of Glasgow Library | ,"Malgaigne, J.-f | ",1842 | ,Paris | ,"Germer-baillière, Libraire | ",,,Surgery | ,[holder of duplicates] This material has been provided by The University of Glasgow Library. The original may be consulted at The University of Glasgow Library. | [holder of originals] The University of Glasgow Library. | ,23 cm | ,"92 p., 30 p | ",100,100,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21467237/b21467237_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/29/items/b21467237/b21467237_thumb/b21467237_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/29/items/b21467237/b21467237.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21467237/b21467237.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/29/items/b21467237/b21467237_djvu.txt,
ukmhl-b21945834,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21945834,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21945834,"Observations in surgery and pathology; illustrated by cases, and by the treatment of some of the most important surgical affections",[document] b21945834 | [UkLW] b21945834 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1832 | ,London | ,Whittaker & Co | ,,,Surgery | ,[general] Prov: Inscribed by the author. | [holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ,,"viii,230p | ",250,250,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21945834/b21945834_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/30/items/b21945834/b21945834_thumb/b21945834_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/30/items/b21945834/b21945834.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21945834/b21945834.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21945834/b21945834_djvu.txt,
ukmhl-b21933224_0005,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21933224_0005,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21933224_0005,A manual of surgical treatment,[document] b21933224_0005 | [UkLW] b21933224 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1899-1903 | ,London | ,"Longmans, Green | ",0005 | ,[earliest]1899 | [latest]1903 | ,Surgery | ,[holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ,,6 v. in 7 | ,520,520,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/30/items/b21933224_0005/b21933224_0005_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/11/items/b21933224_0005/b21933224_0005_thumb/b21933224_0005_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/11/items/b21933224_0005/b21933224_0005.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/11/items/b21933224_0005/b21933224_0005.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/11/items/b21933224_0005/b21933224_0005_djvu.txt,
ukmhl-b21306357_0002,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21306357_0002,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21306357_0002,The principles of surgery /...,[document] b21306357_0002 | [UkLU-K] 001418612 | [UkLW] b21306357 | ,"King's College London, Foyle Special Collections Library | ","Burns, John | ",MDCCCXXXI 1831-MDCCCXXXVIII 1838 | ,London | ,"Longman, Rees, Orme, Brown, & Green | ",0002 | ,[earliest]1831 | [latest]1838 | ,Wounds and injuries | ,"[bibliography] Includes index for vol. 1. | [contents] V. 1. The doctrine and practice, relating to inflammation and its various consequences, tumours, aneurisms, wounds, and the states connected with them.--V. 2. The surgical anatomy of the human body, and its application to injuries, and operations. | [general] Dedication page to Sir Astley Cooper in vol. 2. | [general] Errata: vol. 1, final leaf recto. ""Addenda et corrigenda"": vol. 2, p. [xiii]-xvi. | [general] Publisher statement in vol. 2 is: ""Longman, Orme, Brown, Green, & Longmans."" | [general] Spine title: ""Burns' surgery."" | [general] Vol. 1: xii, 554 p. ; vol. 2: xvi, 535 p. | [holder of duplicates] This material has been provided by King’s College London. The original may be consulted at King’s College London. | [holder of originals] King’s College London. | ",22 cm | ,2 v | ,558,558,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/16/items/b21306357_0002/b21306357_0002_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/12/items/b21306357_0002/b21306357_0002_thumb/b21306357_0002_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/12/items/b21306357_0002/b21306357_0002.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/12/items/b21306357_0002/b21306357_0002.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/12/items/b21306357_0002/b21306357_0002_djvu.txt,
ukmhl-b2146201x_0007,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b2146201x_0007,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b2146201x_0007,Traité des maladies chirurgicales et des opérations qui leur conviennent,[document] b2146201x_0007 | [EUW] b2146201x | [Glasgow] b22784196 | ,University of Glasgow Library | ,"Boyer, Alexis | ",1814-1826 | ,Paris | ,"L'auteur, Chez Migneret | ",7 | ,[earliest]1814 | [latest]1826 | ,Surgery | ,[holder of originals] This material has been provided by The University of Glasgow Library. The original may be consulted at The University of Glasgow Library. | ,21 cm | ,11 v | ,608,608,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/5/items/b2146201x_0007/b2146201x_0007_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/5/items/b2146201x_0007/b2146201x_0007_thumb/b2146201x_0007_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/5/items/b2146201x_0007/b2146201x_0007.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/5/items/b2146201x_0007/b2146201x_0007.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/5/items/b2146201x_0007/b2146201x_0007_djvu.txt,
ukmhl-b21922081,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21922081,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21922081,"Leçons d'orthopédie. Des traitements des déviations de la taille, sans corsets ni lits orthopediques",[document] b21922081 | [UkLW] b21922081 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1889 | ,Paris | ,G. Masson | ,,,Surgery | ,[holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ,,"viii, 300 p | ",320,320,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/6/items/b21922081/b21922081_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/6/items/b21922081/b21922081_thumb/b21922081_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/6/items/b21922081/b21922081.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/6/items/b21922081/b21922081.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/6/items/b21922081/b21922081_djvu.txt,
ukmhl-b21936183_0001,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21936183_0001,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21936183_0001,Mélanges de chirurgie étrangère,[document] b21936183_0001 | [UkLW] b21936183 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1824-1825 | ,Geneve | ,Chez J.j. Paschoud | ,0001 | ,[earliest]1824 | [latest]1825 | ,Surgery | ,[holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ,,2 v. ; 8o | ,512,512,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/24/items/b21936183_0001/b21936183_0001_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/24/items/b21936183_0001/b21936183_0001_thumb/b21936183_0001_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/24/items/b21936183_0001/b21936183_0001.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/24/items/b21936183_0001/b21936183_0001.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/24/items/b21936183_0001/b21936183_0001_djvu.txt,
ukmhl-b24750220_0003,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b24750220_0003,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b24750220_0003,"Literatura medica digesta sive repertorium medicinae practicae, chirurgicae atque rei obstetricae",[document] b24750220_0003 | [RCPL] 23709 | [UkLW] b24750220 | ,Royal College of Physicians | ,"Ploucquet, Wilhelm Gottfried | ",1808 | ,Tübingen | ,Johann Georg Cotta | ,2 | ,[earliest]1808 | [latest]1808 | ,Surgery | ,"[general] Continuatio et supplementum I. | [holder of duplicates] This material has been provided by Royal College of Physicians, London. The original may be consulted at Royal College of Physicians, London. | [holder of originals] Royal College of Physicians, London. | ",29 cm | ,4 tom | ,526,526,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b24750220_0003/b24750220_0003_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/14/items/b24750220_0003/b24750220_0003_thumb/b24750220_0003_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/14/items/b24750220_0003/b24750220_0003.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b24750220_0003/b24750220_0003.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/14/items/b24750220_0003/b24750220_0003_djvu.txt,
ukmhl-b28523623,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b28523623,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b28523623,Regulations to be observed by candidates for the diploma of The Royal College of Surgeons of Edinburgh.,[document] b28523623 | [RCPL] 24947 | [UkLW] b28523623 | ,Royal College of Physicians | ,,1859 | ,Edinburgh | ,Publisher Not Identified | ,,,Surgery | ,"[holder of duplicates] This material has been provided by Royal College of Physicians, London. The original may be consulted at Royal College of Physicians, London.This material has been provided by Royal College of Physicians, London. The original may be consulted at Royal College of Physicians, London. | [holder of originals] Royal College of Physicians, London. | ",22 cm | ,18 p | ,18,18,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/15/items/b28523623/b28523623_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/15/items/b28523623/b28523623_thumb/b28523623_0003.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/15/items/b28523623/b28523623.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/15/items/b28523623/b28523623_djvu.txt,
ukmhl-b28267436,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b28267436,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b28267436,"Surgical observations on the constitutional origin and treatment of local diseases, and on aneurisms : including directions for the treatment of disorders of the digestive organs",[document] b28267436 | [RCPL] 554 | [UkLW] b28267436 | ,Royal College of Physicians | ,"Abernethy, John | ",1829 | ,London | ,"Longman, Rees, Orme, Brown, And Green | ",,,Surgery | ,"[bibliography] Includes bibliographical references. | [general] Previous edition: 1828. | [holder of duplicates] This material has been provided by Royal College of Physicians, London. The original may be consulted at Royal College of Physicians, London. | [holder of originals] Royal College of Physicians, London. | ",23 cm | ,"xii, 346 p | ",374,374,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/0/items/b28267436/b28267436_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/0/items/b28267436/b28267436_thumb/b28267436_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/0/items/b28267436/b28267436.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/0/items/b28267436/b28267436.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/0/items/b28267436/b28267436_djvu.txt,
ukmhl-b28269329,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b28269329,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b28269329,"A clinical history of the acute rheumatism, or rheumatick fever. With a correspondence; containing the testimony of eight eminent physicians in the metropolis, to explain the beneficial effects of the Peruvian bark, cinchona, in the acute rheumatism : II. A clinical history of the nodosity of the joints",[document] b28269329 | [RCPL] 13244 | [UkLW] b28269329 | ,Royal College of Physicians | ,"Haygarth, John | ",1813 | ,London | ,Cadell & Davies | ,,,Surgery | ,"[general] Spine title: Haygarth on rheumatick fever. | [general] This book was originally published in 1805, under the title, 'A Clinical history of diseases'. | [holder of duplicates] This material has been provided by Royal College of Physicians, London. The original may be consulted at Royal College of Physicians, London. | [holder of originals] Royal College of Physicians, London. | ",23 cm | ,"iv, 202 p | ",219,219,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b28269329/b28269329_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/1/items/b28269329/b28269329_thumb/b28269329_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/1/items/b28269329/b28269329.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b28269329/b28269329.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/1/items/b28269329/b28269329_djvu.txt,
ukmhl-b2146196x_0004,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b2146196x_0004,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b2146196x_0004,"Leçons orales de clinique chirurgicale, faites à l'Hôtel-Dieu de Paris",[document] b2146196x_0004 | [EUW] b2146196x | [Glasgow] b2278519x | ,University of Glasgow Library | ,"Dupuytren, Guillaume | ",1832-1834 | ,Paris | ,Chez G. Baillière | ,4 | ,[earliest]1832 | [latest]1834 | ,Surgery | ,[holder of originals] This material has been provided by The University of Glasgow Library. The original may be consulted at The University of Glasgow Library. | ,21 cm | ,4 v | ,714,714,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/19/items/b2146196x_0004/b2146196x_0004_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/19/items/b2146196x_0004/b2146196x_0004_thumb/b2146196x_0004_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/19/items/b2146196x_0004/b2146196x_0004.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/19/items/b2146196x_0004/b2146196x_0004.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/19/items/b2146196x_0004/b2146196x_0004_djvu.txt,
ukmhl-b21302844,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21302844,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21302844,"A biennial retrospect of medicine, surgery, and their allied sciences, for 1873-74",[document] b21302844 | [UkLU-K] 000585718 | [UkLW] b21302844 | ,"King's College London, Foyle Special Collections Library | ",,1875 | ,London | ,New Sydenham Society | ,,,Surgery | ,[bibliography] Includes bibliographical references and index. | [holder of duplicates] This material has been provided by King’s College London. The original may be consulted at King’s College London. | [holder of originals] King’s College London. | ,23 cm | ,"vi, 557 p | ",572,572,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21302844/b21302844_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b21302844/b21302844_thumb/b21302844_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/4/items/b21302844/b21302844.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21302844/b21302844.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21302844/b21302844_djvu.txt,
ukmhl-b21453664_002,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21453664_002,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21453664_002,La chirurgie de maître Henri de Mondeville,[document] b21453664_002 | [EUW] b21453664 | [Glasgow] b13216909 | ,University of Glasgow Library | ,"Mondeville, Henri De | ",1897-1898 | ,Paris | ,Firmin Didot Et Cie | ,2 | ,[earliest]1897 | [latest]1898 | ,Surgery | ,[holder of originals] This material has been provided by The University of Glasgow Library. The original may be consulted at The University of Glasgow Library. | ,,2 v | ,356,356,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21453664_002/b21453664_002_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/9/items/b21453664_002/b21453664_002_thumb/b21453664_002_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/9/items/b21453664_002/b21453664_002.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21453664_002/b21453664_002.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21453664_002/b21453664_002_djvu.txt,
ukmhl-b21307817,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21307817,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21307817,"Report of the Council of the National Institute of General Practitioners in Medicine, Surgery and Midwifery, on the present state of the medical reform question",[document] b21307817 | [UkLU-K] 000701697 | [UkLW] b21307817 | ,"King's College London, Foyle Special Collections Library | Royal College of Physicians | ",,1848 | ,London | ,"W. Davy And Son, Printers | ",,,Surgery | ,[general] 19th Century Pamphlets Online | [holder of duplicates] This material has been provided by King’s College London. The original may be consulted at King’s College London. | [holder of originals] King’s College London. | ,22 cm | ,84 p | ,94,94,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/23/items/b21307817/b21307817_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/23/items/b21307817/b21307817_thumb/b21307817_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/23/items/b21307817/b21307817.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/23/items/b21307817/b21307817.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/23/items/b21307817/b21307817_djvu.txt,
ukmhl-b21914047,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21914047,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21914047,"An index of surgery : being a concise classification of the main facts and theories of surgery, for the use of senior students and others",[document] b21914047 | [UkLW] b21914047 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1881 | ,London | ,"Smith, Elder | ",,,Surgery | ,[holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ,,"vii, 428 p | ",446,446,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21914047/b21914047_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/4/items/b21914047/b21914047_thumb/b21914047_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/4/items/b21914047/b21914047.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21914047/b21914047.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/4/items/b21914047/b21914047_djvu.txt,
ukmhl-b24927909_0001,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b24927909_0001,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b24927909_0001,"The surgical and physiological works of John Abernethy, F.R.S.",[document] b24927909_0001 | [Glasgow] b17614478 | [UkLW] b24927909 | ,University of Glasgow Library | ,"Abernethy, John | ",1830 | ,London | ,,0001 | ,[earliest]1830 | [latest]1830 | ,Surgery | ,[holder of duplicates] This material has been provided by The University of Glasgow Library. The original may be consulted at The University of Glasgow Library. | [holder of originals] The University of Glasgow Library. | ,8vo | ,4 v | ,366,366,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/16/items/b24927909_0001/b24927909_0001_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/0/items/b24927909_0001/b24927909_0001_thumb/b24927909_0001_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/0/items/b24927909_0001/b24927909_0001.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/0/items/b24927909_0001/b24927909_0001.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/0/items/b24927909_0001/b24927909_0001_djvu.txt,
ukmhl-b21300495_0002,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21300495_0002,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21300495_0002,Leçons orales de clinique chirurgicale,[document] b21300495_0002 | [UkLU-K] 000570789 | [UkLW] b21300495 | ,"King's College London, Foyle Special Collections Library | ","Dupuytren, Guillaume | ",1839 | ,Paris | ,Baillière | ,2 | ,[earliest]1839 | [latest]1839 | ,Wounds and injuries | ,"[bibliography] Includes bibliographical references. | [general] Advertisements: half-title page verso. | [general] Frontispiece portrait of author in vol. 1. | [general] Half-title pages and drop-head titles. | [general] Vol. 1: xxxiv, 558 p. ; vol. 2: 554 p. ; vol. 3: 687 p. ; vol. 4: 760 p. ; vol. 5: xliv, 584 p. ; vol. 6: 527 p. | [general] Vol. 5 and 6: ""recueillies et publiées par ... A. Paillard et Marx."" | [holder of duplicates] This material has been provided by King’s College London. The original may be consulted at King’s College London. | [holder of originals] King’s College London. | ",22 cm | ,6 v | ,572,572,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21300495_0002/b21300495_0002_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/9/items/b21300495_0002/b21300495_0002_thumb/b21300495_0002_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/9/items/b21300495_0002/b21300495_0002.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21300495_0002/b21300495_0002.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/9/items/b21300495_0002/b21300495_0002_djvu.txt,
ukmhl-b21922135_0004,https://ukmhl.historicaltexts.jisc.ac.uk/ukmhl-b21922135_0004,https://ukmhl.historicaltexts.jisc.ac.uk/elasticsearch/ukmhl/publication/ukmhl-b21922135_0004,Leçons orales de clinique chirurgicale : faites a l'Hotel-Dieu de Paris,[document] b21922135_0004 | [UkLW] b21922135 | ,Royal College of Physicians of Edinburgh (RCPE) | ,,1839 | ,Paris | ,"G. Bailliere ; H. Bailliere, Londres | ",0004 | ,[earliest]1839 | [latest]1839 | ,Surgery | ,"[general] Note: Vols. 5 and 6, compiled and edited by Alexandre Paillard and Edmond Marx, are a re-issue of Dupuytren's Trait� th�orique et pratique des blessures par armes de guerre, 2 vols., Paris: J.-B. Bailli�re, 1834, with new titles and ""Supplement"" (v. 5, p. [519]-575) | [holder of duplicates] This material has been provided by the Royal College of Physicians of Edinburgh. The original may be consulted at the Royal College of Physicians of Edinburgh. | [holder of originals] Royal College of Physicians of Edinburgh. | ",,6 v. ; 8o | ,774,774,true,true,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/10/items/b21922135_0004/b21922135_0004_alto/toc.json,https://ukmhl.historicaltexts.jisc.ac.uk/media/thumb/ukmhl/10/items/b21922135_0004/b21922135_0004_thumb/b21922135_0004_0001.jpg,https://ukmhl.historicaltexts.jisc.ac.uk/media/pdf/ukmhl/10/items/b21922135_0004/b21922135_0004.pdf,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/10/items/b21922135_0004/b21922135_0004.epub,https://ukmhl.historicaltexts.jisc.ac.uk/media/web/ukmhl/10/items/b21922135_0004/b21922135_0004_djvu.txt,https://ukmhl.historicaltexts.jisc.ac.uk/media/illustrations/ukmhl/10/items/b21922135_0004/b21922135_0004_jp2/b21922135_0004_726_1.jpeg | 
